epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1868.08,1.2406,1.41884,1.11623,0.96353,0.91902,0.94704,0.60127,1.22926,1.00962,1.12474,0.00066494,0.00066494,0.00066494
